"","Nazwa","dochody 2002","dochody 2003","dochody 2004","dochody 2005","dochody 2006","dochody 2007","dochody 2008","dochody 2009","dochody 2010","dochody 2011","dochody 2012","dochody 2013","dochody 2014","dochody 2015","dochody 2016","dochody 2017","dochody 2018","dochody 2019"
"2316","Przygodzice (2)",374,372,390,453,490.18,593.93,730.22,806.58,760.34,854.06,1206.51,1362.32,1491.79,1252.63,1325.33,1455.98,1638.78,1919.11
"2317","Raszków (3)",386,372,478,493,528.38,641.81,767.12,779.85,717.69,786.21,900.2,1014.23,1071.19,1254.45,1412.42,1358.7,1657.04,1717.7
"2318","Sieroszewice (2)",229,250,285,297,330.11,396.18,474.44,475.29,622.46,651.77,688.03,759.76,900.21,1002.26,1032.71,1040.18,1101.15,1365.84
"2319","Sośnie (2)",459,429,427,464,482.87,619.78,686.86,695.36,682.68,838.5,979.67,885.99,986.38,1073.63,1151.39,1279.98,1321.81,1592.57
"2320","Czajków (2)",279,281,359,434,450.36,518.18,598,600.98,697.33,862.42,1503.82,1013.17,1019.24,1310.31,1246.54,1485.96,1788.96,1982.06
"2321","Doruchów (2)",383,380,420,458,532.08,586.37,681.27,686.02,768.39,714.72,780.35,849.64,934.08,1021.32,1019.74,1088.43,1264.07,1357.59
"2322","Grabów nad Prosną (3)",401,392,446,498,542.19,634.06,683.28,870.62,916.87,766.39,857.74,1052.42,1129.26,1052.13,1251.45,1428.31,1393.62,1768.23
"2323","Kobyla Góra (2)",497,644,483,514,591.13,696.92,753.07,783.47,799.44,1118.57,1034.76,1089.29,1358.72,1236.78,1267.14,1411.22,1564.62,2609.73
"2324","Kraszewice (2)",341,366,432,541,645.54,717.65,700.36,743.48,926.63,1048.69,1076.19,1194.1,1185.8,1378.63,1478.52,1713.25,1855.25,2670.7
"2325","Mikstat (3)",356,346,478,470,508.35,587.73,681.88,739.04,801.07,1071.51,1186.82,1385.54,1435.24,1309.86,1574.06,1699.17,2034.23,2646.33
"2326","Ostrzeszów (3)",616,651,755,835,870.49,994.11,1121.15,1122.41,1149.5,1287.52,1287.24,1485.71,1529.86,1698.16,1849.28,1945.09,2104.78,2486.17
"2327","Piła (1)",1038,982,1087,1215,1374.06,1550.36,1799.63,1896.25,1989.9,1896.74,1943.27,2037.29,2256.55,2269.22,2340.84,2298.86,2581.03,2598.64
"2328","Białośliwie (2)",486,631,654,695,731.77,801.04,975.4,806.96,826.33,985.66,1229.01,1269.13,1531.48,1194.68,1194.33,1393.24,1494.48,1936.57
"2329","Kaczory (2)",657,627,806,998,1039.48,1327.21,1289.89,1129.92,1169.68,1188.17,1388.76,1666.36,1639.14,1783.23,1805.64,1942.38,2196.07,2243.92
"2330","Łobżenica (3)",396,387,422,465,524.06,568.01,706.89,765.39,673.8,1004.49,986.23,930.54,984.35,1026.44,958.83,996.26,1209.25,1201.81
"2331","Miasteczko Krajeńskie (2)",516,499,864,589,607.47,628.61,818.47,763.16,839.16,1527.11,1445.96,1483.97,1273.02,1283.39,1409.26,1376.82,1544.15,1803.82
"2332","Szydłowo (2)",679,764,715,829,891.48,1082.38,1259.26,1363.21,1708.3,1512.12,1477.44,1645.63,1750.13,1817.13,1838,2022.49,2275.95,2620.56
"2333","Ujście (3)",631,657,791,827,938.05,1080.72,1216.18,1113.59,1215.67,1092.93,1101.93,1222.46,1249.4,1318.71,1439.91,1519.19,1709.7,1953.45
"2334","Wyrzysk (3)",441,419,481,540,600.29,645.34,710.45,733.62,758.16,930.78,904.5,950.98,995.05,959.5,1008.91,1037.46,1170.79,1445.37
"2335","Wysoka (3)",367,410,445,435,492.48,537.35,693.45,691.16,659.97,772.29,800.05,889.12,916.84,1002.64,1006.18,1060.17,1156.54,1205.84
"2338","Czermin (2)",326,252,315,419,362.08,380.24,552.15,471.63,468.08,609.62,603.41,672.58,794.58,798.37,894.62,962.8,1114.26,1639.71
"2341","Gizałki (2)",324,295,324,376,364.45,407.82,515.39,475.52,792.11,533.47,522.41,852.66,681.04,760.97,1022.37,1734.41,1249.1,1417.83
"2342","Gołuchów (2)",573,585,656,689,890.56,780.84,1212.37,964.48,835.88,977.9,1088.14,1372.14,1320.45,1476.53,1533.89,1723.17,1800.98,1972.58
"2343","Pleszew (3)",538,564,907,756,804.47,928.98,1111.76,974.75,971.42,1023.25,1149.98,1368.43,1434.91,1486.2,1640.79,1664.87,1874.69,2521.78
"2344","Luboń (1)",729,764,803,1025,1019.79,1180.07,1284.64,1283.53,1364.37,1487.49,1597.8,1669.4,1700,1813.51,1996.61,2130.75,2351.81,2759.56
"2345","Puszczykowo (1)",901,1044,1171,1381,1635.96,1897.48,2132.27,2071.86,2175.36,2259.69,2501.39,2554.57,2478.9,2395.26,2615.29,3221.57,3500.98,3749.91
"2346","Buk (3)",924,950,1268,1204,1108.15,1520.68,1615.8,1604.72,1745.43,2352.88,1629.26,2001.22,2450.36,2252.22,2268.73,2452.67,2551.88,2642.5
"2347","Czerwonak (2)",828,1036,1227,1464,1591.45,1951.35,2016.76,1892.76,2115.59,2138.66,2104.31,2109.17,2243.91,2413.66,2503.29,2576.18,2792.42,3084.65
"2348","Dopiewo (2)",1026,1057,1185,1364,1471.32,1903.35,2273.97,2183.36,2299.54,2002.64,2192.77,2340.2,2323.42,2372.19,2655.67,2753.91,3048.28,3284.57
"2349","Kleszczewo (2)",735,917,988,1089,1259.64,1443.93,1572.97,1581.92,1751.35,1784.41,2412.96,1725.34,1849.68,1962.01,2492.46,2061.14,2438.53,2576.79
"2350","Komorniki (2)",1006,1172,1373,1496,1781.59,2081.95,2481.19,2600.31,2469.18,2844,2492.52,2972.54,2704.64,2874.21,3087.88,3129.42,3524.18,3783.45
"2351","Kostrzyn (3)",574,517,617,713,840.93,1020.77,1634.38,1169.03,1160.51,1068.93,1294.97,1240.9,1518.98,1537.84,1829.74,1865.66,2259.81,2281.88
"2352","Kórnik (3)",1196,1164,1193,1404,1708.05,1970.77,2477.06,2535.99,2752.23,3145.7,3035.01,3186.21,3457.7,3649.18,3820.29,3881.95,4211.05,4563.49
"2353","Mosina (3)",880,896,926,1034,1184.29,1544.83,1581.09,1490.02,1524.13,1912.76,1730.02,1761.74,1800.18,1805.61,1998.1,2174.34,2402.72,2638.64
"2354","Murowana Goślina (3)",748,783,898,1007,1163.39,1238.17,1522.54,1310.85,1497.13,1633.37,1627.21,1701.09,1916.74,1901.72,2052.67,2156.3,2335.4,2559.04
"2355","Pobiedziska (3)",662,797,903,936,1080.61,1270.11,1384.02,1346.26,1508.8,1695.67,1778.72,1783.19,1821.84,1956.07,2241.78,2525.17,2672.92,2733.52
"2356","Rokietnica (2)",796,1054,988,1212,1297.28,1461.28,1578.96,1599.52,1672.16,1593.38,1689.53,1706.15,1875.11,1917.21,2055.21,2206.89,2468.61,2832.1
"2357","Stęszew (3)",706,744,821,1023,1090.09,1286.15,1578.66,1293.65,1647.23,1460.23,1505.53,1607.45,1768.89,1917.48,2276.06,2263.26,2395.88,2539.88
"2358","Suchy Las (2)",1294,1443,3121,3563,4475.14,5164.99,5436.98,5080.63,5409.89,4978.43,4783.12,4662.77,5204.68,5561.19,5372.61,5856.83,6078.11,6211.76
"2359","Swarzędz (3)",920,905,1148,1319,1523.42,1692.33,1812.28,1861.88,1976.93,2127.29,2138.33,2445.2,2415.93,2571.31,2714.64,2872.81,3156.02,3481.3
"2360","Tarnowo Podgórne (2)",2129,2136,3068,3462,3516.26,4157.9,4507.26,4316.14,4714.5,4463.79,4866.13,4365.92,4625.53,5567.82,5300.4,5795.76,5972.64,6256.12
"2361","Bojanowo (3)",427,441,509,552,573.37,676.17,780.46,674.38,834.56,1132.04,1412,1190.94,1137.75,1202.68,1180.56,1295.26,1388.44,1456.5
"2362","Jutrosin (3)",441,448,491,568,601.6,795.53,786.05,742.95,755.82,1112.5,1084.88,931.05,1119.74,1180.65,1192.63,1315.78,1406.37,1611.16
"2363","Miejska Górka (3)",514,494,529,649,643.96,783.61,853.99,858.92,1079.37,1127.77,1274.48,1408.47,1215.12,1391.84,1187.99,1359.15,1646.35,1679.86
"2364","Pakosław (2)",421,453,609,719,620.33,865.26,935.65,749.07,1736.71,1485.58,1620.21,1323.62,1753.44,1052.2,1226.08,1280.54,1442.53,1617.39
"2365","Rawicz (3)",754,768,782,914,991.67,1160.22,1269.18,1247.43,1139.25,1334.31,1304.41,1372.41,1387.41,1499.62,1662.01,1829.59,1961.74,2268.21
"2366","Słupca (1)",624,641,817,882,1017.15,1184.53,1313.18,1198.18,1226.39,1289.1,1356.03,1504,1647.72,1747.53,1813.5,1953.52,2020.38,2277.72
"2367","Lądek (2)",363,370,401,432,457.33,521.46,673.37,607.55,977.45,729.14,713.06,844.34,952,911.61,1068.92,1186.56,1234.62,1325.31
"2368","Orchowo (2)",476,484,487,659,542.12,655.75,880.94,953.62,1124.17,927.04,1099.52,1289.95,1117.2,1286.85,1212.11,1226.8,1354.87,1589.38
"2369","Ostrowite (2)",369,386,398,473,481.11,535.43,633.19,601.01,618.02,699.09,759.71,819.41,915.57,958.79,987.88,1048.65,1293.08,1404.91
"2370","Powidz (2)",2234,1669,1814,1965,2477.81,2451.9,2720.69,2410.11,4759.92,4023.56,3377.96,3574.51,4294.66,4607.01,3902.83,4181.06,4862.8,5451.5
"2371","Słupca (2)",363,330,398,419,490.63,595.87,695,702.34,742.59,654.57,928.71,1076.95,1086.64,1131.95,1171.66,1298.64,1632.78,1807.17
"2372","Strzałkowo (2)",582,588,618,659,787.18,882.71,1111.9,1009.35,991.27,1765.16,1882.41,1667.26,1522.84,1554.25,1604.43,1616.25,1814.6,2222.69
"2373","Zagórów (3)",300,291,322,366,409.63,546.32,560.67,604.59,598.02,678.73,902.71,773,937.11,852.97,1008.5,1168.83,1258.65,1326.09
"2374","Obrzycko (1)",567,626,671,705,801.43,932.45,1023.72,917.34,955.84,1120.56,1238.35,1876.89,2045.13,1639.25,1652.68,1963.77,2165.23,2617.32
"2375","Duszniki (2)",531,666,830,763,941.68,1166.22,1265.87,1135.26,1190.65,1239.96,1414.3,1646.21,1510.94,1556.64,1577.6,1765.43,1875.35,1813.05
"2376","Kaźmierz (2)",761,722,924,864,1185.1,1739.16,1241.77,1241.06,1388.03,1211.63,1440.06,1488.44,1591.56,1586.69,1925.25,1970.44,1898.83,2009.5
"2377","Obrzycko (2)",466,506,577,683,778.61,871.59,943.4,893.05,1008.27,1303.23,1161.75,1266.81,1620.74,1607.26,1599.83,1781.54,2061.85,2129.93
"2378","Ostroróg (3)",425,474,508,577,666.26,756.41,922.94,855.34,848.98,860.91,891.53,1003.27,1122.21,1387.89,1281.75,1368.74,1519.51,1662.24
"2379","Pniewy (3)",870,900,1043,1445,1306.37,1532.65,2070.53,1779.58,1750.55,2215.92,1924.1,2194.48,2219.04,2450.36,2542.93,2605.05,2843.12,3123.14
"2380","Szamotuły (3)",854,823,990,1052,1129.65,1266.91,1369.43,1390.55,1553.7,1567.37,1746.65,1789.01,2250.12,2091.47,2072.36,2262.69,2320.14,2538.22
"2381","Wronki (3)",840,767,941,999,1051.04,1175.27,1291.31,1266.04,1250.83,1324.02,1455.52,1561.28,1998.48,2266.82,2254.49,2717.98,2694.5,2825.7
"2382","Dominowo (2)",551,562,620,572,636.5,710.26,945.51,781.96,885.19,1127.34,1067.54,1164.33,1410.62,1486.4,1604.08,1599.5,1780.88,1830.25
"2383","Krzykosy (2)",380,424,458,496,514.62,623.12,712.02,747.77,879.69,815.1,1017.46,1003.93,1117.72,1214.8,1357.6,1368.47,1515.71,1794.95
"2384","Nowe Miasto nad Wartą (2)",593,613,669,715,745.72,875.97,1009.23,965.04,1132.01,1101.87,1115.62,1181.68,1289.69,1461.9,1505.57,1526.64,1710.07,1883.27
"2385","Środa Wielkopolska (3)",816,786,923,1040,1101.5,1311.12,1446.27,1583.68,1617.28,1804.81,2035.96,2249.3,2343.65,2523.35,2587.97,2447.84,2766.26,2977.32
"2386","Zaniemyśl (2)",650,678,777,823,922.52,1040.13,1257,1251.58,1281.56,1234.53,1324.77,1552.22,1569.17,1591.38,1686.6,1900.08,1938.76,2211.78
"2387","Brodnica (2)",461,446,562,599,706.16,773.66,956.21,803.67,846.91,849.97,969.98,1008.52,1139.25,1432.68,1327.2,1323.24,1425.36,1643.76
"2388","Dolsk (3)",539,525,541,623,643.98,764.84,876.59,879.12,1031.43,1428.75,1512.37,2042.06,1359.84,1537.46,1335.4,1428.3,1495.09,1585.43
"2389","Książ Wielkopolski (3)",368,373,414,459,532.91,624.03,667.81,1012.17,842.17,804.78,947.63,1020.02,1088.48,1069.19,1155.81,1242.4,1472.73,1641.55
"2390","Śrem (3)",590,636,748,810,903.74,1108.75,1424.82,1362.58,1482,1460.78,1403.66,1492.92,1640.12,1733.61,1821.99,1967.86,2149.67,2333.08
"2391","Turek (1)",778,813,986,1172,1286.33,1327.32,1497.66,1551.12,1814.55,1819.48,1994.96,1940.29,2172.78,2235.81,2403.82,2431.95,2574.21,3089.67
"2392","Brudzew (2)",928,1022,1020,1261,1257.79,1371.14,1529.23,1874.9,2440.89,2340.26,1840.6,2180.97,2394.06,2530.38,2998.38,2906.74,2836.86,2825.16
"2393","Dobra (3)",381,414,446,481,511.93,622.32,712.95,692.99,693.43,750.87,794.72,907.03,1143.32,1249.26,1473.47,1428.12,2177.66,1719.33
"2394","Kawęczyn (2)",256,304,316,354,360.87,410.59,505.21,509.19,473.43,502.04,647.79,719.5,728.3,781.65,918.24,940.21,1174.48,1201.29
"2395","Malanów (2)",365,403,447,547,632.1,723.85,956.83,951.22,1056.05,1268.6,1007.12,1176.94,1422.19,1517.36,1556.58,1725.73,1967.06,2136.51
"2396","Przykona (2)",2267,2627,2722,2953,3082.44,3438.78,3609.83,3693.39,4629.87,5651.47,4858.77,4441.04,5453.91,5441.54,4796.93,4529.62,4750.83,4048.48
"2397","Tuliszków (3)",247,269,279,325,355.04,469.08,538.13,546.47,463.89,548.11,543.3,602.13,832.57,945.01,945.8,1034.55,1181.34,1439.51
"2398","Turek (2)",535,529,563,640,682.62,801.2,894.46,901.84,915.27,1109.33,1035.33,1189.17,1260.62,1351.04,1445,1524.4,1799.36,2486.44
"2399","Władysławów (2)",627,615,709,753,947.15,910.16,1011.53,1010.67,1005.51,1163.35,1043.47,1260.22,1127.86,1230.16,1277.73,1347.92,1483.74,1609.2
"2400","Wągrowiec (1)",554,561,641,824,882.39,1073.1,1242.38,1135.45,1159.45,1220.76,1232.07,1438.1,1561.14,1602.39,1813.78,1784.42,1951.23,2230.42
"2401","Damasławek (2)",582,576,623,691,671.72,799.55,867.09,899.79,934.45,1013.49,1150.58,1268.94,1373.63,1475.37,1580.03,1676.95,1777.34,1999.97
"2402","Gołańcz (3)",406,431,484,489,550.29,606.97,733.04,882.57,662.38,706.18,861.01,1093.13,1442.84,1611.78,1587.35,2506.34,1617.1,1913.7
"2403","Mieścisko (2)",412,414,431,484,549.21,622.95,719.84,787.42,806.79,1254.9,1125.51,1161.77,1406.13,1487.1,1615.63,1924.34,1888.04,2311.69
"2404","Skoki (3)",826,886,914,950,1036.23,1257.05,1521.67,1347.94,1383.73,1634.03,1859.09,1849.47,1981.18,2027.19,2338.54,2371.23,2540.19,2617.46
"2405","Wapno (2)",416,437,499,587,844.5,765.87,773.86,856.32,724.18,1274.55,1441.51,1141.54,1249.02,1178.65,1313.45,1328.03,1379.84,1419.38
"2406","Wągrowiec (2)",394,382,427,475,591.51,562.53,699.17,634.46,917.08,799.23,972.5,1039.61,1222.33,1148.3,1302.3,1369.74,1469.46,1840.5
"2407","Przemęt (2)",427,469,512,553,652.1,727.65,828.08,1014.23,864.39,1037.07,1115.44,1012.77,1237.57,1244.09,1232.3,1279.58,1447.78,1515.73
"2408","Siedlec (2)",357,390,487,645,732.58,910.43,1017.14,1074.39,1173.8,1164.43,1171.32,1383.63,1185.08,1333.92,1440.3,1597.51,1717.38,1951.27
"2409","Wolsztyn (3)",636,662,882,938,985.05,1193.39,1552.54,1278.37,1237.83,1355.3,1362.32,1462.94,1541.97,1643.27,1742.52,1914.59,2030.27,2157.31
"2410","Kołaczkowo (2)",374,356,467,456,471.11,599.91,613.65,595.38,825.31,858.24,762.26,925.1,984.75,1079.47,1171.78,1230.7,1262.05,1454.89
"2411","Miłosław (3)",415,389,450,504,555.8,607.85,657.21,718.74,1623.49,1682.97,1168.85,1008.73,1212.32,1190.33,1324.46,1547.93,1704.38,1903.75
"2412","Nekla (3)",682,841,848,896,1003.55,1133.56,1332.94,1453.78,1356.03,1498.3,2099.81,1874.79,2102.63,1970.55,2145.15,2456.77,2546.69,2832.46
"2413","Pyzdry (3)",280,270,304,405,354.63,440.07,503.23,556.67,577.58,581.22,611.37,741.22,815.43,934.86,1029.62,1151.8,1150.23,1404.03
"2414","Września (3)",514,571,714,711,835.54,1004.19,1354.12,1211.85,1324.1,1447.4,1391.53,1510.59,1847.45,2250.73,1907.75,2152.58,2249.57,3024.46
"2415","Złotów (1)",652,682,774,937,1076.01,1263.46,1532.39,1618.74,1289.57,1439.95,1469.32,1488.66,1695.84,1688.81,1751.45,1928.04,1994.4,2192.12
"2416","Jastrowie (3)",588,602,906,726,741.76,828.99,930.94,936.61,976.33,996.43,1049.79,1125.11,1209.11,1257.33,1333.84,1508.38,1500.61,1876.63
"2417","Krajenka (3)",474,502,542,627,667.98,750.07,863.21,857.23,770.45,954.14,1093.86,1411.85,1411.97,1469.37,2175.44,1468.81,1651.16,1831.11
"2418","Lipka (2)",441,445,452,656,744.78,876.17,1004.25,932.88,927.52,945.87,1007.75,1082.27,1126.43,1143.75,992.45,1046.13,1164.93,1188.22
"2419","Okonek (3)",465,507,538,2466,397.67,990.31,1164.49,1206.92,1259.51,1284.78,1431.6,1238.1,1355.77,1395.51,1352.46,1367.54,1560.56,1813.73
"2420","Tarnówka (2)",381,474,577,638,662.69,819.31,817.79,929.11,876.63,939.56,1448.1,1187.31,1327.13,1401.83,1474.41,1481.17,1628.51,1603.41
"2421","Zakrzewo (2)",496,504,524,588,681.74,742.76,842.08,859.42,860.96,1430.99,1123.33,1222.22,1007.85,942.04,1041.47,1331.09,1258.16,1396.02
"2422","Złotów (2)",402,411,501,552,554.26,616.1,652.35,996.52,784.36,734.88,1168.76,995.11,992.19,1092.84,1029.21,1057.98,1240.03,1487.5
"2423","Kalisz (1)",854,892,1125,1317,1415.72,1647.26,1940.64,1829.34,1975.19,1895.83,2023.43,2480.08,2347.53,2318.83,2623.42,2815.79,3107.52,3421.84
"2424","Konin (1)",915,954,1331,1495,1600.27,1702.88,1927.97,2055.95,2323.06,2620.91,2767.3,2669.21,2880.41,2993.08,3012.41,3083.21,3327.5,3538.06
"2425","Leszno (1)",895,993,1174,1435,1521.21,1780.99,2099.57,2049.97,2133.77,2291.41,2238.27,2136.08,2343.9,2401.92,2604.83,2754.46,3004.8,3191.9
"2426","Poznań (1)",1311,1379,1771,2003,2060.58,2630.1,3142.76,3123.64,3119.36,3135.78,3382.91,3272.07,3478.13,3680.81,3929.08,4259.14,4558.96,4958.02
"2427","Białogard (1)",458,516,619,657,890.34,942.45,1243.42,1189.89,1103.01,1118.84,1149.3,1288.99,1630.54,1703.67,1782.87,1843.41,1956.98,2367.5
"2428","Białogard (2)",421,523,506,649,658.36,821.44,889.08,925.63,869.99,1082.01,1472.86,1421.58,1503.6,1500.99,1529.18,2126.56,2272.35,1907.7
"2429","Karlino (3)",634,942,859,1305,1134.22,1250.11,1712.57,1591.03,2272.85,2749.75,3721.91,3207.34,3802.24,3613.45,3081.54,3690.48,3189.99,3965.94
"2432","Bierzwnik (2)",478,454,581,600,610.51,742.18,1038.16,958.34,729.34,854.5,965.85,1128.47,1318.55,1224.57,1347.96,1479.13,1563.86,1563.23
"2433","Choszczno (3)",543,630,670,715,776.59,955.36,1068.63,1010.24,1248.66,1165.92,1468.17,1347.32,1583.65,1693.88,1733.68,1744.6,1754.31,2373.99
"2434","Drawno (3)",533,571,760,728,836.64,949.02,1037.78,1019.53,951.17,984.29,1140.87,1267.35,1376.78,1821.2,1606.91,1566.42,1983.63,1932.97
"2435","Krzęcin (2)",626,520,534,568,617.88,645.21,899.23,844.26,705.79,872.69,1179.04,1552.71,1579.87,1579.95,1863.79,1938.89,2061.32,1745.42
"2436","Pełczyce (3)",409,369,377,442,483.04,582.22,744.13,952.02,836.49,804.77,909.25,1060.82,1282.66,1216.03,1393.53,1375.17,1631.55,1734.42
"2437","Recz (3)",434,452,485,537,599.07,667.71,816.51,907.53,1420.97,1352.32,992.97,1079.38,1261.59,1174.97,1338.76,1382.04,1539.19,1612.45
"2438","Czaplinek (3)",726,663,753,887,920.16,1175.25,1275.94,1258.1,1436.52,1468.34,1727.65,1672.62,1753.95,1744.46,1659.78,1894.6,1954.09,2405.72
"2439","Drawsko Pomorskie (3)",668,1246,1315,1391,1425.44,1520.49,1722.05,1807.07,1814.38,1894.2,2022.56,2289.28,2372.42,2352.37,2515.67,2464.06,2567.34,2827.12
"2440","Kalisz Pomorski (3)",567,658,2410,8643,3956.38,3367.49,3297.71,3399,3617.91,3816.31,3937.12,4040.21,4105.53,4015.53,3802.59,3799.68,4363.69,4343.66
"2442","Wierzchowo (2)",640,687,606,652,759.97,799.9,939.93,1017.05,2138.49,1347.94,1326.82,1250.37,1609.74,1693.56,1522.83,2272.74,2052.87,2129.47
"2443","Złocieniec (3)",587,675,690,742,797.01,1016.35,1337.01,1317.74,1251.49,1279.05,1365.86,1538.96,1696.29,1692.47,1792.71,1874.81,2005.31,1985.5
"2444","Goleniów (3)",720,846,884,1223,1313.26,2212.29,1937.15,1535.73,1847.13,1745.14,1903.9,1955.17,2220.54,2558.06,2798.62,2961.73,2840.24,3397.27
"2445","Maszewo (3)",496,502,540,587,621.81,717.65,853.73,762.15,831.89,914.87,890.99,1013.24,1047.62,1159.08,1222.13,1230.46,1392.47,1673.4
"2446","Nowogard (3)",436,461,583,614,682.39,747.18,885.87,796.9,995.36,963.88,985.22,1070.49,1134.2,1460.35,1331.21,1375.32,1377,1721.18
"2447","Osina (2)",537,649,1391,864,805.85,905.89,1064.59,1100.98,1872.01,1157.28,1628.75,1187.47,1373.41,1539.84,1528.46,1379.99,1630.89,1596.89
"2448","Przybiernów (2)",510,786,1221,712,975.78,1129.35,1245.64,940.36,888.98,1030.48,1105.03,1414.54,1470.26,1514.3,1585.92,1509.9,1713.04,2143.44
"2451","Brojce (2)",322,363,421,387,426.08,506.7,651.1,609.46,725.72,573.14,683.36,754.24,826.83,846.43,911.01,1110.29,1152.37,1423.56
"2452","Gryfice (3)",656,649,715,811,875.87,1064.18,1182.3,1156.83,1158.75,1199.12,1237.94,1328.66,1537.32,1841.32,1915.23,2129.87,2175.49,2297.31
"2453","Karnice (2)",374,417,418,487,527.83,637.93,940.9,942.25,1007.11,1148.23,1667.78,1711.17,1682.53,2241.59,1815.2,2478.92,2259.72,2449.36
"2454","Płoty (3)",379,460,487,526,542.4,569.57,799.86,756.73,687.58,769.84,864.36,1040.38,1449.69,1240.84,1270.86,1472.62,1524.7,1890.66
"2455","Rewal (2)",5113,5388,6369,7595,9315.91,10597.98,10035.69,15202.23,9934.1,11476.12,7986.02,12272.95,11599.17,12317.76,18248.26,25080.32,12124.89,11785.51
"2456","Trzebiatów (3)",732,818,941,996,1145.73,1330.44,1498.45,1543.19,1811.33,1644.88,1689.13,1797.05,1871.89,2031.3,2186.2,2827.25,2659.99,2532.26
"2457","Banie (2)",619,596,760,726,768.81,780.68,977.63,900.43,843.16,999.81,1290.44,1253.46,1280.62,1369.17,1536.52,1341.57,1557.06,1512.32
"2458","Cedynia (3)",935,987,1084,1214,1619.19,1354.76,1656.09,1704.2,1551.51,1601.43,1711.96,2356.46,2152.04,2136.16,2457.57,2322.62,2432.56,2876.27
"2459","Chojna (3)",705,779,901,844,988.14,927.29,1024.48,1044.3,1115.7,1006.01,2690.59,1329.67,1222.13,1295.89,1429.17,1738.44,1915.17,2046.3
"2460","Gryfino (3)",884,1319,1539,1402,1471.54,1509,1671.74,2016.91,1928.89,2096.89,2042.74,2243.61,2307.96,2401.16,2556.45,2625.94,2810.21,3093.27
"2461","Mieszkowice (3)",544,579,625,592,694.01,753.64,976.54,971.83,878.18,1239.24,1198.68,1457.24,1597.96,1656.34,1476.19,1889.2,1836.63,1709.78
"2462","Moryń (3)",594,595,664,746,713.17,844.97,1231.84,1023.18,888.65,954.51,1270.47,1359.39,1481.25,1312.63,1166.85,1267.88,1335.65,1379.28
"2463","Stare Czarnowo (2)",768,1016,957,933,1237.26,1309.4,1540.98,1476.11,1646.54,1681.13,2019.37,2055.98,2240.61,2313.42,2261.45,2668.33,2594.63,2643.73
"2464","Trzcińsko-Zdrój (3)",546,591,621,600,655.07,744.39,967.33,859.85,888.22,925.96,1146.81,1188.43,1281.8,1347.12,1362.48,1364.05,1329.99,1521.93
"2465","Widuchowa (2)",516,484,566,554,631.47,767.87,898.34,901.57,880.72,918.23,1058.63,1258.16,1323.79,1376.32,1418.12,1228.97,1416.21,1492.53
"2468","Golczewo (3)",460,485,641,579,634.72,748.9,912.53,800,821.52,902.78,967.24,1143.27,1276.85,1434.33,1811.52,1534.78,1773.59,2090.67
"2469","Kamień Pomorski (3)",586,669,1078,711,940.29,1016.57,1078.65,1924.28,1742.82,1432.11,1491.55,1657.84,1823.94,1816.77,2040.16,1935.44,2008.29,2115.05
"2470","Międzyzdroje (3)",1750,1893,2154,2512,2951.64,4138.41,6776.53,6883.39,4982.25,5257.44,4902.89,5582.02,4797.31,5348.05,6684.19,6865.71,6608.41,6243.26
"2471","Świerzno (2)",319,409,491,465,508.11,577.92,805.05,633.48,708.5,640.38,758.31,1032.05,938.37,1200.49,1267.87,1113.56,1289.67,1678.46
"2472","Wolin (3)",661,691,755,811,918.13,1216.74,1106.58,1174.88,1701.29,1757.58,1925.27,2121.08,1983.96,2200.52,1948.27,2422.05,2457.86,2068.98
"2473","Kołobrzeg (1)",1039,1274,1469,1584,1749.25,2342.56,2656.62,2175.14,2269.88,2363.11,2216.28,2398.82,2765.66,2707.96,2926.82,3534.29,3493.01,3474.99
"2474","Dygowo (2)",477,530,642,661,693.57,687.82,890.31,899.15,822.65,1026.13,1623.62,1844.26,2050.4,2144.51,2064.68,3662.63,2357.87,2519.77
